iso_code,location,date,people_fully_vaccinated_per_hundred
OWID_AFR,Africa,8/10/2021,4.59
OWID_AFR,Africa,9/10/2021,4.66
OWID_AFR,Africa,10/10/2021,4.68
OWID_AFR,Africa,11/10/2021,4.7
OWID_AFR,Africa,12/10/2021,4.72
OWID_AFR,Africa,13/10/2021,4.78
OWID_AFR,Africa,14/10/2021,4.81
OWID_AFR,Africa,15/10/2021,4.87
OWID_AFR,Africa,16/10/2021,4.87
OWID_AFR,Africa,17/10/2021,5
OWID_AFR,Africa,18/10/2021,5.04
OWID_AFR,Africa,19/10/2021,5.09
OWID_AFR,Africa,20/10/2021,5.1
OWID_AFR,Africa,21/10/2021,5.16
OWID_AFR,Africa,22/10/2021,5.17
OWID_AFR,Africa,23/10/2021,5.27
OWID_AFR,Africa,24/10/2021,5.36
OWID_AFR,Africa,25/10/2021,5.38
OWID_AFR,Africa,26/10/2021,5.43
OWID_AFR,Africa,27/10/2021,5.44
OWID_AFR,Africa,28/10/2021,5.48
OWID_AFR,Africa,29/10/2021,5.7
OWID_AFR,Africa,30/10/2021,5.75
OWID_AFR,Africa,31/10/2021,5.8
OWID_AFR,Africa,1/11/2021,5.85
OWID_AFR,Africa,2/11/2021,5.89
OWID_AFR,Africa,3/11/2021,5.91
OWID_AFR,Africa,4/11/2021,5.97
OWID_AFR,Africa,5/11/2021,5.98
OWID_AFR,Africa,6/11/2021,6.05
OWID_AFR,Africa,7/11/2021,6.07
OWID_AFR,Africa,8/11/2021,6.09
OWID_AFR,Africa,9/11/2021,6.1
OWID_AFR,Africa,10/11/2021,6.26
OWID_AFR,Africa,11/11/2021,6.3
OWID_AFR,Africa,12/11/2021,6.32
OWID_AFR,Africa,13/11/2021,6.38
OWID_AFR,Africa,14/11/2021,6.43
OWID_AFR,Africa,15/11/2021,6.48
OWID_AFR,Africa,16/11/2021,6.48
OWID_AFR,Africa,17/11/2021,6.52
OWID_AFR,Africa,18/11/2021,6.62
OWID_AFR,Africa,19/11/2021,6.63
OWID_AFR,Africa,20/11/2021,6.66
OWID_AFR,Africa,21/11/2021,6.72
OWID_AFR,Africa,22/11/2021,6.79
OWID_AFR,Africa,23/11/2021,6.81
